smart_city,population_2020,population_source,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
ljubljana,280000,Population.City,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11/13/2020,0,6,15,0,0,0,19,9,20,20,8,11,0,0,20,17,11,16,20,11,0,0,3,13,3,3,6,3,3,3,3,58,2,16,5,0,0,1126,1126,300,2,0,0,290,6,0,0,931,931,0,0,0,0,0,0,18,10,226,114,115,116,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,3,7,49,0,0,10,10,63,11,11,6,140,932,1350,20,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,35,0,22,886,1,893,0,0,132,1,140,13,132,118,18,18,0,9,18,9,3,312,312,312,312,312,10,3,3,64,0,0,0,0,0,0,0,0,13,0,631,0,0,1130,2,19,235,235,235,1599,599,0,68,348,21,348,4,0,0,0,197,3,350,57,1233,0,0,0,0,0,436,18,18,343,343,122,311,388,19,19,19,19,19,19,19,17,357,0,0,132,0,0,0,0,0,0,14,37,0,4,11,0,7,0,66,831,831,831,189,132,1365,39,0,2,33,0,0,11,0,0,29,29,35,37,37,37,4,7,0,0,2,18,0,18,0,0,0,14,0,34,0,20,148,128,1,1,0,0,17,17,17,0,0,0,0,7,7,0,7,351,0,0,0,0,0,0,0,19,0,383,383,56,383,383,0,10,414,414,414,32,414,45,0,0,0,0,19,4,0,0,1,0,0
Riyadh,6370000,IMD Smart City Index 2020,66.3,83.8,85.0,71.3,5,53,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,12,11,12,12,1,1,0,0,12,29,2,9,12,1,0,0,0,0,0,0,0,0,0,0,0,7,0,26,12,0,0,977,977,799,0,0,0,432,0,0,0,358,358,0,0,0,0,0,0,24,11,141,112,110,118,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,0,2,2,3,2,0,67,0,0,13,13,18,16,16,13,34,360,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,697,5,717,0,0,126,8,197,78,126,120,13,13,0,0,0,0,0,454,454,455,455,456,13,0,0,19,0,0,0,0,0,0,0,0,0,1,494,0,0,991,5,0,272,272,272,1161,470,0,48,480,19,480,8,0,0,0,529,0,486,25,1049,0,0,0,0,0,1875,13,13,476,476,188,446,509,0,0,0,0,0,0,0,6,495,0,0,128,0,0,0,0,0,0,6,28,3,4,5,0,8,1,91,556,556,556,51,26,1077,75,0,0,6,0,0,27,0,0,38,38,42,44,44,44,0,19,0,0,2,9,1,12,0,0,0,4,1,6,0,79,200,121,5,5,3,0,6,6,6,0,0,0,0,16,16,2,18,474,0,0,0,0,0,0,0,0,0,494,494,52,494,494,0,13,525,525,525,42,525,42,0,0,0,0,1,135,0,0,20,3,11
Ankara,4750000,IMD Smart City Index 2020,69.2,77.2,69.2,69.5,5,57,IMD Smart City Index 2020,11/12/2020,0,3,4,1,0,0,21,14,25,25,7,11,0,0,25,21,19,15,25,11,0,0,1,4,1,1,2,1,1,1,1,20,0,21,6,0,0,699,699,601,0,0,0,430,3,0,0,607,607,0,0,0,0,0,0,25,11,174,123,123,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,5,85,0,0,13,13,21,14,14,5,87,607,904,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,12,535,1,544,0,0,146,2,219,78,146,127,6,8,2,4,4,4,2,452,453,453,453,453,14,2,2,24,0,0,0,0,0,0,0,0,1,1,445,0,0,702,10,4,158,158,158,1074,412,0,55,482,23,482,2,0,0,0,426,2,485,32,837,0,0,0,0,0,629,6,8,460,460,148,429,546,6,6,6,6,6,6,6,45,495,0,0,147,0,0,0,0,0,0,0,40,1,2,27,0,2,1,105,592,592,592,100,68,906,151,0,1,9,0,0,14,0,0,52,52,64,65,65,65,6,11,0,0,0,5,0,8,0,0,0,13,0,9,0,84,227,143,0,0,0,0,43,43,43,0,0,0,0,11,11,1,11,483,0,0,0,0,0,0,0,6,0,538,538,69,538,538,1,14,577,577,577,62,577,52,0,0,0,0,6,103,0,0,14,0,4
Bologna,784000,IMD Smart City Index 2020,64.7,70.2,61.3,67.3,4,70,IMD Smart City Index 2020,11/12/2020,0,0,5,0,1,0,13,4,13,13,7,9,0,0,13,16,5,12,13,9,0,0,0,5,0,0,1,0,0,0,0,6,0,15,12,0,0,819,819,489,0,0,0,438,0,0,0,630,630,0,0,0,0,0,0,17,13,264,190,183,192,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,12,12,15,14,14,13,110,635,1121,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,728,2,746,0,0,196,2,208,15,189,188,10,10,0,5,5,5,1,459,459,459,459,458,13,1,1,18,0,0,0,0,0,0,0,0,3,1,297,0,0,821,11,5,88,88,88,1223,293,0,60,493,13,493,0,0,0,0,283,1,495,16,865,0,0,0,0,0,520,10,10,446,446,99,422,469,5,5,5,5,5,5,5,32,497,0,0,191,0,0,0,0,0,0,0,28,0,1,11,0,1,0,28,486,486,487,175,160,1024,18,0,1,1,0,0,9,0,0,11,11,28,32,32,32,9,5,1,0,0,7,0,10,0,0,0,15,0,1,0,22,209,187,1,1,0,0,32,32,32,0,0,0,0,4,4,0,5,466,0,0,0,0,0,0,0,5,0,476,477,38,477,476,0,13,492,492,492,23,492,25,0,0,0,0,7,14,1,1,0,0,0
Copenhagen,1268000,IMD Smart City Index 2020,59.0,68.6,66.1,80.1,9,6,IMD Smart City Index 2020,11/12/2020,0,2,6,0,1,0,6,4,7,7,3,3,0,0,7,3,9,5,7,3,0,0,0,5,0,0,1,0,0,0,0,9,1,3,0,0,0,1062,1062,624,1,0,0,253,2,0,0,931,930,0,0,0,0,0,0,5,5,231,166,164,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,2,2,3,2,2,0,132,925,1394,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,877,1,893,0,0,170,1,173,6,169,167,52,52,2,5,10,5,0,268,268,268,268,268,2,0,0,9,0,0,0,0,0,0,0,0,14,2,524,0,0,1059,2,8,164,163,163,1584,489,0,14,275,5,275,4,0,0,0,521,0,275,15,1124,0,0,0,0,0,312,52,52,269,269,51,263,311,12,12,12,12,12,12,12,14,281,0,0,170,0,0,0,0,0,2,12,7,0,0,14,0,11,0,21,665,665,665,134,119,1247,30,0,0,12,0,0,2,0,0,18,18,22,33,33,33,5,2,0,0,0,51,0,52,0,0,0,4,0,12,0,11,179,168,5,5,0,0,14,14,14,0,0,0,0,2,2,0,2,278,0,0,0,0,0,0,0,13,0,302,302,26,302,302,0,2,347,347,347,18,347,25,0,0,0,0,13,36,0,0,1,0,1
Nairobi,3915000,IMD Smart City Index 2020,76.9,87.4,67.6,60.3,1,108,IMD Smart City Index 2020,11/12/2020,0,0,3,0,0,0,17,8,17,17,10,9,0,0,17,36,1,16,17,9,0,0,0,3,0,0,3,0,0,0,0,4,0,36,13,0,0,873,873,657,0,0,0,189,0,0,0,775,775,0,0,0,0,0,0,18,14,139,105,105,109,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,13,13,13,14,14,14,52,773,1101,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,41,636,6,640,0,0,322,3,346,27,321,314,8,7,0,3,4,3,4,230,233,233,233,233,14,4,4,18,0,0,0,0,0,0,0,0,2,0,538,0,0,874,9,3,230,230,230,1344,518,0,67,248,47,248,8,0,0,0,377,4,254,38,948,0,0,0,0,0,555,7,7,240,240,126,185,286,4,4,4,4,4,4,4,3,259,0,0,323,0,0,0,0,0,0,4,54,1,1,14,0,4,0,54,621,621,621,77,39,987,45,0,3,2,0,0,7,0,0,33,33,46,52,52,52,1,5,1,0,0,7,0,7,0,0,0,1,0,2,0,31,344,313,0,0,0,0,3,3,3,0,0,0,0,3,3,0,5,258,0,0,0,0,0,0,0,4,0,273,273,85,273,273,4,13,305,305,305,42,305,66,0,0,0,0,6,21,0,0,6,0,8
Birmingham,2515000,IMD Smart City Index 2020,51.9,64.8,56.2,70.8,7,40,IMD Smart City Index 2020,11/12/2020,0,4,14,2,0,0,12,4,12,12,7,8,0,0,12,9,14,12,12,8,0,0,0,14,0,0,6,0,0,0,0,4,0,8,2,0,0,779,779,646,0,0,0,255,4,0,0,479,480,0,0,0,0,0,0,4,3,210,169,168,173,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,8,59,0,0,3,3,5,4,4,2,57,484,869,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,9,0,14,664,2,680,0,0,187,5,211,30,186,178,4,7,1,8,15,8,0,267,267,268,268,268,3,0,0,6,0,0,0,0,0,0,0,0,1,0,401,0,0,790,5,15,111,111,111,1007,390,0,61,308,18,308,5,0,0,0,492,0,311,19,842,0,0,0,0,0,854,4,7,304,304,108,280,329,16,16,16,16,16,16,16,14,313,0,0,189,0,0,0,0,0,0,12,23,2,2,15,0,34,2,45,506,506,506,99,80,920,28,0,0,27,0,0,6,0,0,19,19,24,25,25,25,1,2,3,0,0,8,1,8,0,0,0,4,0,27,0,37,212,175,5,5,0,0,13,13,13,0,0,0,0,2,2,0,2,310,0,0,0,0,0,0,0,16,1,328,328,39,329,329,0,3,413,413,413,25,413,33,0,0,0,0,17,13,0,0,3,0,0
Medan,2204000,IMD Smart City Index 2020,71.9,88.8,80.6,59.1,2,97,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,14,14,23,23,2,9,0,0,23,8,1,11,23,9,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,0,0,426,426,83,0,0,0,473,0,0,0,294,294,0,0,0,0,0,0,23,12,93,45,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,3,3,2,29,295,417,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,39,315,1,321,0,0,411,1,424,12,411,53,4,4,0,0,1,0,0,479,479,479,479,479,3,0,0,4,0,0,0,0,0,0,0,0,1,0,365,0,0,426,32,1,103,103,103,529,275,0,46,515,12,515,0,0,0,0,62,0,546,36,577,0,0,0,0,0,202,4,4,513,513,130,471,610,1,1,1,1,1,1,1,0,555,0,0,420,0,0,0,0,0,0,0,13,0,0,39,0,0,0,43,430,430,430,60,24,606,24,0,0,0,0,0,0,0,0,32,32,66,66,66,66,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,23,450,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,1,0,602,602,130,602,602,6,3,618,618,618,59,618,85,0,0,0,0,1,18,0,0,0,0,3
Manila,12946000,IMD Smart City Index 2020,73.0,85.9,70.2,54.8,1,104,IMD Smart City Index 2020,11/12/2020,0,5,6,0,0,0,8,6,8,8,2,2,0,0,8,7,5,2,8,2,0,0,0,6,0,0,0,0,0,0,0,4,0,7,4,0,0,286,286,304,0,0,0,635,5,0,0,575,575,0,0,0,0,0,0,12,9,192,46,45,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,17,0,0,7,7,8,7,7,5,11,575,703,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,212,5,220,0,0,60,4,70,22,60,50,131,131,1,2,6,2,0,640,643,643,643,643,7,0,0,8,0,0,0,0,0,0,0,0,1,1,165,0,0,288,11,6,67,67,67,785,153,0,22,650,9,650,1,0,0,0,177,0,652,13,321,0,0,0,0,0,78,131,131,641,640,53,629,660,7,7,7,7,7,7,7,1,655,0,0,61,0,0,0,0,0,0,0,12,0,2,14,0,1,0,23,198,198,198,33,20,341,40,0,0,0,0,0,2,0,0,15,15,26,28,28,28,0,2,1,0,1,126,0,130,0,0,0,0,0,0,0,24,74,50,1,1,0,0,1,1,1,0,0,0,0,2,2,0,2,654,0,0,0,0,0,0,0,7,0,659,659,29,659,659,1,6,665,665,665,26,665,15,0,0,0,0,7,23,0,0,1,0,1
Makassar,1489000,IMD Smart City Index 2020,70.2,88.5,80.4,57.1,2,96,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,230,230,230,230,4,0,0,0,230,11,18,1,230,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,4,0,0,341,341,64,0,0,0,327,0,0,0,249,249,0,0,0,0,0,0,221,22,305,234,234,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,8,4,4,4,51,249,321,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,263,4,264,0,0,254,5,265,12,254,241,1,1,0,0,0,0,0,339,343,343,343,343,4,0,0,8,0,0,0,0,0,0,0,0,0,0,258,0,0,343,14,0,77,77,77,407,238,0,22,354,4,354,0,0,0,0,48,0,356,40,405,0,0,0,0,0,36,1,1,340,340,279,334,364,0,0,0,0,0,0,0,0,356,0,0,263,0,0,0,0,0,0,0,12,0,0,11,0,0,0,163,372,372,372,112,72,477,23,0,0,0,0,0,0,0,0,148,148,155,157,157,157,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,138,657,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,364,364,155,366,366,2,4,742,742,742,156,742,142,0,0,0,0,0,22,0,0,0,0,4
Chongqing,13332000,IMD Smart City Index 2020,87.9,89.1,90.3,81.6,4,64,IMD Smart City Index 2020,11/12/2020,0,1,0,0,0,0,17,7,18,18,7,11,0,0,18,15,8,13,18,11,0,0,0,0,0,0,0,0,0,0,0,13,0,15,5,0,0,156,156,3668,0,0,0,302,1,0,0,162,162,0,0,0,0,0,0,30,4,79,52,49,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,234,1,0,8,8,20,9,9,9,16,163,240,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,126,0,146,0,0,58,4,62,10,58,54,262,262,0,0,0,0,1,315,315,315,315,315,9,1,1,20,0,0,0,0,0,0,0,0,3,2,113,0,0,160,2,0,14,14,14,275,106,0,45,329,22,329,19,0,0,0,2965,1,330,7,180,0,0,0,0,0,710,264,264,297,297,99,260,346,0,0,0,0,0,0,0,22,344,0,0,58,0,0,0,0,0,0,0,29,0,0,9,0,0,0,30,137,137,137,22,15,196,1240,0,0,0,0,0,1,0,0,48,48,68,69,69,69,0,1,0,0,0,207,0,254,0,0,0,7,0,0,0,30,80,50,0,0,1,0,22,22,22,0,0,0,0,1,1,0,1,324,0,0,0,0,0,0,0,0,0,365,365,65,365,365,1,9,383,383,383,47,383,56,0,0,0,0,0,0,0,0,65,1,0
Gothenburg,557000,IMD Smart City Index 2020,50.6,63.1,57.3,87.1,7,31,IMD Smart City Index 2020,11/12/2020,0,5,5,0,1,0,10,6,10,10,5,4,0,0,10,5,9,5,10,4,0,0,0,4,0,0,0,0,0,0,0,15,0,4,2,1,1,594,594,406,0,0,0,309,5,0,0,513,513,0,0,0,0,0,0,6,5,104,64,64,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,3,25,0,0,2,2,11,3,3,2,73,511,720,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,411,0,422,0,0,68,1,81,14,68,67,9,9,5,0,5,0,0,324,324,324,324,324,2,0,0,17,0,0,0,0,0,0,0,0,2,0,370,0,0,591,4,6,166,166,166,908,360,0,33,351,5,351,2,0,0,0,268,0,352,17,628,0,0,0,0,0,824,9,9,342,342,73,333,360,11,11,11,11,11,11,11,72,355,0,0,70,0,0,0,0,0,0,7,11,0,3,12,0,1,0,33,547,547,547,179,162,789,16,0,0,2,0,1,6,0,0,14,14,20,24,24,24,8,4,0,0,1,4,0,8,0,0,0,4,0,2,0,18,87,69,4,4,0,1,72,72,72,0,0,0,0,4,4,0,4,350,1,0,0,0,0,0,0,11,0,363,363,18,363,363,1,2,370,370,370,16,370,14,0,0,0,0,13,45,0,0,1,0,0
Hanover,535000,IMD Smart City Index 2020,54.5,60.7,49.6,63.6,7,33,IMD Smart City Index 2020,11/12/2020,0,2,1,0,0,0,8,1,8,8,14,7,0,0,8,9,1,8,8,7,0,0,0,1,0,0,0,0,0,0,0,8,0,6,1,0,0,776,776,371,0,0,0,174,2,0,0,627,627,0,0,0,0,0,0,3,2,87,46,46,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,4,4,9,7,7,2,183,626,762,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,547,0,555,0,0,54,2,57,6,54,49,12,14,1,1,2,1,1,180,180,180,180,180,4,1,1,9,0,0,0,0,0,0,0,0,3,0,540,0,0,769,13,1,218,218,218,988,530,0,39,208,8,208,4,0,0,0,249,1,213,14,813,0,0,0,0,0,487,12,14,190,190,91,177,218,3,3,3,3,3,3,3,40,217,0,0,54,0,0,0,0,0,0,3,13,0,1,18,0,21,0,17,814,814,814,271,257,1073,15,0,1,1,0,0,3,0,0,7,7,21,22,22,22,31,2,0,0,0,13,1,15,0,0,0,11,0,1,0,6,61,55,0,0,0,0,40,40,40,0,0,0,0,2,2,0,2,214,0,0,0,0,0,0,0,3,0,225,225,33,225,225,0,4,237,237,238,21,238,16,0,0,0,0,3,10,0,0,5,0,0
Lagos,13123000,IMD Smart City Index 2020,79.7,82.9,63.4,58.0,1,109,IMD Smart City Index 2020,11/12/2020,0,3,1,0,0,0,12,8,14,14,4,6,0,0,14,20,5,11,14,6,0,0,0,1,0,0,0,0,0,0,0,6,0,18,9,0,0,620,620,459,0,0,0,292,3,0,0,331,331,0,0,0,0,0,0,8,4,114,83,83,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11,11,14,13,13,10,76,331,639,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,481,4,486,0,0,89,1,97,9,89,86,7,7,0,0,1,0,0,301,303,303,303,303,11,0,0,16,0,0,0,0,0,0,0,0,1,0,313,0,0,625,7,1,141,141,141,791,299,0,27,315,11,314,4,0,0,0,311,0,315,16,666,0,0,0,0,0,1144,7,7,307,307,178,288,350,1,1,1,1,1,1,1,6,321,0,0,90,0,0,0,0,0,0,0,13,0,0,7,0,13,0,28,366,366,366,48,32,698,36,0,0,3,0,0,0,0,0,30,30,40,42,42,42,2,0,0,0,1,7,0,7,0,0,0,2,0,3,0,17,104,87,3,3,1,0,5,5,5,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,1,4,332,332,37,332,332,1,11,378,378,378,36,378,25,0,0,0,0,5,28,0,0,11,0,10
Glasgow,1673000,macrotrends,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11/13/2020,0,3,6,0,0,0,3,2,4,4,1,2,0,0,4,4,4,2,4,2,0,0,0,5,0,0,0,0,0,0,0,2,1,4,1,0,0,618,618,210,1,0,0,148,3,0,0,693,693,0,0,0,0,0,0,2,1,238,208,206,211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,1,17,0,0,2,2,3,2,2,1,42,692,1093,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,546,0,556,0,0,211,5,220,12,211,211,4,4,0,3,8,3,0,158,160,160,160,160,2,0,0,3,0,0,0,0,0,0,0,0,2,0,194,0,0,617,4,8,63,63,63,1167,188,0,41,192,6,192,1,0,0,0,132,0,193,10,643,0,0,0,0,0,441,4,4,187,187,68,178,220,8,8,8,8,8,8,8,16,194,0,0,213,0,0,0,0,0,0,6,16,0,4,3,0,16,0,25,276,276,276,73,63,707,17,0,0,7,0,0,8,0,0,11,11,16,29,29,29,9,7,0,0,0,3,0,4,0,0,0,3,0,8,0,20,229,209,0,0,0,0,16,16,16,0,0,0,0,7,7,0,7,194,0,0,0,0,0,0,0,8,0,207,207,20,207,207,0,2,215,215,215,14,215,14,0,0,0,0,8,22,0,0,0,0,0
